[Strings]
nth  paddr      vaddr      len size section type    string
690  0x000a1eba 0x004a1eba 26  27   .rodata ascii   nonzero padding in e_ident
691  0x000a1ed5 0x004a1ed5 14  15   .rodata ascii   internal error
692  0x000a1ee4 0x004a1ee4 18  19   .rodata ascii   invalid ELF header
693  0x000a1efb 0x004a1efb 14  15   .rodata ascii   <main program>
694  0x000a1f0a 0x004a1f0a 13  14   .rodata ascii    search path=
695  0x000a1f18 0x004a1f18 20  21   .rodata ascii   \t\t(%s from file %s)\n
696  0x000a1f2d 0x004a1f2d 7   8    .rodata ascii   \t\t(%s)\n
697  0x000a1f35 0x004a1f35 17  18   .rodata ascii     trying file=%s\n
698  0x000a1f47 0x004a1f47 28  29   .rodata ascii   cannot close file descriptor
699  0x000a1f64 0x004a1f64 25  26   .rodata ascii   cannot stat shared object
700  0x000a1f7e 0x004a1f7e 26  27   .rodata ascii   cannot map zero-fill pages
701  0x000a1f99 0x004a1f99 20  21   .rodata ascii   r->r_state == RT_ADD
702  0x000a1fae 0x004a1fae 6   7    .rodata ascii   ORIGIN
703  0x000a1fb5 0x004a1fb5 8   9    .rodata ascii   PLATFORM
704  0x000a1fc2 0x004a1fc2 20  21   .rodata ascii   lib/x86_64-linux-gnu
705  0x000a1fd7 0x004a1fd7 18  19   .rodata ascii   system search path
706  0x000a1fea 0x004a1fea 24  25   .rodata ascii   pelem->dirname[0] == '/'
707  0x000a2006 0x004a2006 9   10   .rodata ascii   nsid >= 0
708  0x000a2010 0x004a2010 17  18   .rodata ascii   nsid < GL(dl_nns)
709  0x000a2022 0x004a2022 5   6    .rodata ascii   RPATH
710  0x000a2028 0x004a2028 7   8    .rodata ascii   RUNPATH
711  0x000a2030 0x004a2030 27  28   .rodata ascii   wrong ELF class: ELFCLASS32
712  0x000a2050 0x004a2050 34  35   .rodata ascii   cannot dynamically load executable
713  0x000a2078 0x004a2078 37  38   .rodata ascii   only ET_DYN and ET_EXEC can be loaded
714  0x000a20a0 0x004a20a0 49  50   .rodata ascii   ELF file version ident does not match current one
715  0x000a20d8 0x004a20d8 40  41   .rodata ascii   ELF file data encoding not little-endian
716  0x000a2108 0x004a2108 43  44   .rodata ascii   ELF file version does not match current one
717  0x000a2138 0x004a2138 42  43   .rodata ascii   ELF file's phentsize not the expected size
718  0x000a2168 0x004a2168 41  42   .rodata ascii   cannot allocate memory for program header
719  0x000a2198 0x004a2198 38  39   .rodata ascii   cannot create shared object descriptor
720  0x000a21c0 0x004a21c0 34  35   .rodata ascii   object file has no dynamic section
721  0x000a21e8 0x004a21e8 34  35   .rodata ascii   shared object cannot be dlopen()ed
722  0x000a2210 0x004a2210 56  57   .rodata ascii   cannot enable executable stack as shared object requires
723  0x000a2250 0x004a2250 52  53   .rodata ascii   ELF load command address/offset not properly aligned
724  0x000a2288 0x004a2288 36  37   .rodata ascii   object file has no loadable segments
725  0x000a22b0 0x004a22b0 43  44   .rodata ascii   ELF load command alignment not page-aligned
726  0x000a22e0 0x004a22e0 32  33   .rodata ascii   cannot change memory protections
727  0x000a2308 0x004a2308 40  41   .rodata ascii   failed to map segment from shared object
728  0x000a2338 0x004a2338 36  37   .rodata ascii   file=%s [%lu];  generating link map\n
729  0x000a2360 0x004a2360 52  53   .rodata ascii   false && "TLS not initialized in static application"
730  0x000a2398 0x004a2398 45  46   .rodata ascii   type != ET_EXEC || l->l_type == lt_executable
731  0x000a23c8 0x004a23c8 99  100  .rodata ascii     dynamic: 0x%0*lx  base: 0x%0*lx   size: 0x%0*Zx\n    entry: 0x%0*lx  phdr: 0x%0*lx  phnum:   %*u\n\n
732  0x000a2430 0x004a2430 37  38   .rodata ascii   (l)->l_name[0] == '\0' || IS_RTLD (l)
733  0x000a2458 0x004a2458 35  36   .rodata ascii   cannot create cache for search path
734  0x000a2480 0x004a2480 32  33   .rodata ascii   cannot create RUNPATH/RPATH copy
735  0x000a24a8 0x004a24a8 31  32   .rodata ascii   cannot create search path array
736  0x000a24c8 0x004a24c8 36  37   .rodata ascii   \nfile=%s [%lu];  needed by %s [%lu]\n
737  0x000a24f0 0x004a24f0 48  49   .rodata ascii   \nfile=%s [%lu];  dynamically loaded by %s [%lu]\n
738  0x000a2528 0x004a2528 33  34   .rodata ascii   find library=%s [%lu]; searching\n
739  0x000a2550 0x004a2550 30  31   .rodata ascii   cannot open shared object file
740  0x000a2570 0x004a2570 14  15   .rodata ascii   _dl_map_object
741  0x000a2580 0x004a2580 14  15   .rodata ascii   _dl_init_paths
742  0x000a2590 0x004a2590 22  23   .rodata ascii   _dl_map_object_from_fd
743  0x000a25b0 0x004a25b0 18  19   .rodata ascii   add_name_to_object
744  0x000a25d0 0x004a25d0 27  28   .rodata ascii   expand_dynamic_string_token
745  0x000a2660 0x004a2660 22  23   .rodata ascii   /lib/x86_64-linux-gnu/
746  0x000a2677 0x004a2677 26  27   .rodata ascii   /usr/lib/x86_64-linux-gnu/
747  0x000a2692 0x004a2692 5   6    .rodata ascii   /lib/
748  0x000a2698 0x004a2698 9   10   .rodata ascii   /usr/lib/
749  0x000a26a8 0x004a26a8 11  12   .rodata ascii   dl-lookup.c
750  0x000a26b4 0x004a26b4 21  22   .rodata ascii    (no version symbols)
751  0x000a26ca 0x004a26ca 10  11   .rodata ascii   , version 
752  0x000a26d5 0x004a26d5 9   10   .rodata ascii   protected
753  0x000a26df 0x004a26df 6   7    .rodata ascii   normal
754  0x000a26e6 0x004a26e6 15  16   .rodata ascii   version != NULL
755  0x000a26f6 0x004a26f6 16  17   .rodata ascii   relocation error
756  0x000a2707 0x004a2707 24  25   .rodata ascii   undefined symbol: %s%s%s
757  0x000a2720 0x004a2720 19  20   .rodata ascii   symbol lookup error
758  0x000a2734 0x004a2734 6   7    .rodata ascii    [%s]\n
759  0x000a2740 0x004a2740 36  37   .rodata ascii   symbol=%s;  lookup in file=%s [%lu]\n
760  0x000a2768 0x004a2768 72  73   .rodata ascii   version->filename == NULL || ! _dl_name_match_p (version->filename, map)
761  0x000a27b8 0x004a27b8 85  86   .rodata ascii   version == NULL || (flags & ~(DL_LOOKUP_ADD_DEPENDENCY | DL_LOOKUP_GSCOPE_LOCK)) == 0
762  0x000a2810 0x004a2810 70  71   .rodata ascii   symbol %s version %s not defined in file %s with link time reference%s
763  0x000a2858 0x004a2858 61  62   .rodata ascii   \nfile=%s [%lu];  needed by %s [%lu] (relocation dependency)\n\n
764  0x000a2898 0x004a2898 49  50   .rodata ascii   binding file %s [%lu] to %s [%lu]: %s symbol `%s'
765  0x000a28d0 0x004a28d0 44  45   .rodata ascii   (bitmask_nwords & (bitmask_nwords - 1)) == 0
766  0x000a2900 0x004a2900 14  15   .rodata ascii   _dl_setup_hash
767  0x000a2910 0x004a2910 11  12   .rodata ascii   check_match
768  0x000a2920 0x004a2920 19  20   .rodata ascii   _dl_lookup_symbol_x
769  0x000a2938 0x004a2938 42  43   .rodata ascii   cannot allocate memory in static TLS block
770  0x000a2968 0x004a2968 43  44   .rodata ascii   cannot make segment writable for relocation
771  0x000a2998 0x004a2998 39  40   .rodata ascii   cannot restore segment prot after reloc
772  0x000a29c0 0x004a29c0 73  74   .rodata ascii   %s: Symbol `%s' has different size in shared object, consider re-linking\n
773  0x000a2a10 0x004a2a10 60  61   .rodata ascii   %s: Symbol `%s' causes overflow in R_X86_64_PC32 relocation\n
774  0x000a2a50 0x004a2a50 58  59   .rodata ascii   %s: Symbol `%s' causes overflow in R_X86_64_32 relocation\n
775  0x000a2a90 0x004a2a90 30  31   .rodata ascii   ../sysdeps/x86_64/dl-machine.h
776  0x000a2ab0 0x004a2ab0 49  50   .rodata ascii   ELFW(R_TYPE) (reloc->r_info) == R_X86_64_RELATIVE
777  0x000a2ae8 0x004a2ae8 48  49   .rodata ascii   %s: Relink `%s' with `%s' for IFUNC symbol `%s'\n
778  0x000a2b20 0x004a2b20 53  54   .rodata ascii   %s: out of memory to store relocation results for %s\n
779  0x000a2b56 0x004a2b56 7   8    .rodata ascii    (lazy)
780  0x000a2b5e 0x004a2b5e 22  23   .rodata ascii   <program name unknown>
781  0x000a2b75 0x004a2b75 29  30   .rodata ascii   \nrelocation processing: %s%s\n
782  0x000a2ce0 0x004a2ce0 24  25   .rodata ascii   unexpected reloc type 0x
783  0x000a2d06 0x004a2d06 28  29   .rodata ascii   unexpected PLT reloc type 0x
784  0x000a2d40 0x004a2d40 58  59   .rodata ascii   cannot apply additional memory protection after relocation
785  0x000a2d80 0x004a2d80 25  26   .rodata ascii   elf_machine_rela_relative
786  0x000a2d9e 0x004a2d9e 11  12   .rodata ascii   dl-hwcaps.c
787  0x000a2daa 0x004a2daa 8   9    .rodata ascii   m == cnt
788  0x000a2db3 0x004a2db3 29  30   .rodata ascii   cannot create capability list
789  0x000a2de0 0x004a2de0 20  21   .rodata ascii   _dl_important_hwcaps
790  0x000a2e10 0x004a2e10 9   10   .rodata ascii   dl-misc.c
791  0x000a2e1a 0x004a2e1a 14  15   .rodata ascii   niov < NIOVMAX
792  0x000a2e29 0x004a2e29 28  29   .rodata ascii   ! "invalid format specifier"
793  0x000a2e48 0x004a2e48 31  32   .rodata ascii   pid >= 0 && sizeof (pid_t) <= 4
794  0x000a2f00 0x004a2f00 18  19   .rodata ascii   _dl_debug_vdprintf
795  0x000a2f13 0x004a2f13 25  26   .rodata ascii   %s: cannot open file: %s\n
796  0x000a2f2d 0x004a2f2d 25  26   .rodata ascii   %s: cannot stat file: %s\n
797  0x000a2f47 0x004a2f47 27  28   .rodata ascii   %s: cannot create file: %s\n
798  0x000a2f63 0x004a2f63 24  25   .rodata ascii   %s: cannot map file: %s\n
799  0x000a2f80 0x004a2f80 50  51   .rodata ascii   %s: file is no correct profile data file for `%s'\n
800  0x000a2fb8 0x004a2fb8 42  43   .rodata ascii   Out of memory while initializing profiler\n
801  0x000a2fe8 0x004a2fe8 52  53   .rodata ascii   cannot allocate memory for thread-local data: ABORT\n
802  0x000a3020 0x004a3020 36  37   .rodata ascii   result <= GL(dl_tls_max_dtv_idx) + 1
803  0x000a3048 0x004a3048 36  37   .rodata ascii   result == GL(dl_tls_max_dtv_idx) + 1
804  0x000a3070 0x004a3070 49  50   .rodata ascii   listp->slotinfo[cnt].gen <= GL(dl_tls_generation)
805  0x000a30a8 0x004a30a8 31  32   .rodata ascii   map->l_tls_modid == total + cnt
806  0x000a30c8 0x004a30c8 49  50   .rodata ascii   map->l_tls_blocksize >= map->l_tls_initimage_size
807  0x000a3100 0x004a3100 50  51   .rodata ascii   (size_t) map->l_tls_offset >= map->l_tls_blocksize
808  0x000a3138 0x004a3138 33  34   .rodata ascii   cannot create TLS data structures
809  0x000a315a 0x004a315a 15  16   .rodata ascii   ../elf/dl-tls.c
810  0x000a316a 0x004a316a 13  14   .rodata ascii   listp != NULL
811  0x000a3178 0x004a3178 8   9    .rodata ascii   idx == 0
812  0x000a3181 0x004a3181 6   7    .rodata ascii   dlopen
813  0x000a3190 0x004a3190 19  20   .rodata ascii   _dl_add_to_slotinfo
814  0x000a31b0 0x004a31b0 21  22   .rodata ascii   _dl_allocate_tls_init
815  0x000a31d0 0x004a31d0 18  19   .rodata ascii   _dl_next_tls_modid
816  0x000a31e3 0x004a31e3 14  15   .rodata ascii   /proc/self/exe
817  0x000a31f2 0x004a31f2 17  18   .rodata ascii   linkval[0] == '/'
818  0x000a3208 0x004a3208 38  39   .rodata ascii   ../sysdeps/unix/sysv/linux/dl-origin.c
819  0x000a3230 0x004a3230 14  15   .rodata ascii   _dl_get_origin
820  0x000a3240 0x004a3240 62  63   .rodata ascii   Fatal error: length accounting in _dl_exception_create_format\n
821  0x000a3280 0x004a3280 48  49   .rodata ascii   Fatal error: invalid format in exception string\n
822  0x000a32b8 0x004a32b8 13  14   .rodata ascii   out of memory
823  0x000a32c6 0x004a32c6 16  17   .rodata ascii   /etc/ld.so.cache
824  0x000a32d7 0x004a32d7 17  18   .rodata ascii    search cache=%s\n
825  0x000a32e9 0x004a32e9 11  12   .rodata ascii   ld.so-1.7.0
826  0x000a32f5 0x004a32f5 20  21   .rodata ascii   glibc-ld.so.cache1.1
827  0x000a330a 0x004a330a 13  14   .rodata ascii   GLIBC_PRIVATE
828  0x000a3318 0x004a3318 14  15   .rodata ascii   _dl_open_hook2
829  0x000a3327 0x004a3327 13  14   .rodata ascii   _dl_open_hook
830  0x000a3335 0x004a3335 19  20   .rodata ascii   %s: %s: %s%s%s%s%s\n
831  0x000a3349 0x004a3349 21  22   .rodata ascii   DYNAMIC LINKER BUG!!!
832  0x000a3360 0x004a3360 36  37   .rodata ascii   error while loading shared libraries
833  0x000a3385 0x004a3385 5   6    .rodata ascii   ^[yY]
834  0x000a338b 0x004a338b 5   6    .rodata ascii   ^[nN]
835  0x000a33bc 0x004a33bc 6   7    .rodata ascii   Sunday
836  0x000a33c3 0x004a33c3 6   7    .rodata ascii   Monday
837  0x000a33ca 0x004a33ca 7   8    .rodata ascii   Tuesday
838  0x000a33d2 0x004a33d2 9   10   .rodata ascii   Wednesday
839  0x000a33dc 0x004a33dc 8   9    .rodata ascii   Thursday
840  0x000a33e5 0x004a33e5 6   7    .rodata ascii   Friday
841  0x000a33ec 0x004a33ec 8   9    .rodata ascii   Saturday
842  0x000a3425 0x004a3425 7   8    .rodata ascii   January
843  0x000a342d 0x004a342d 8   9    .rodata ascii   February
844  0x000a3436 0x004a3436 5   6    .rodata ascii   March
845  0x000a343c 0x004a343c 5   6    .rodata ascii   April
846  0x000a3442 0x004a3442 4   5    .rodata ascii   June
847  0x000a3447 0x004a3447 4   5    .rodata ascii   July
848  0x000a344c 0x004a344c 6   7    .rodata ascii   August
849  0x000a3453 0x004a3453 9   10   .rodata ascii   September
850  0x000a345d 0x004a345d 7   8    .rodata ascii   October
851  0x000a3465 0x004a3465 8   9    .rodata ascii   November
852  0x000a346e 0x004a346e 8   9    .rodata ascii   December
853  0x000a347d 0x004a347d 20  21   .rodata ascii   %a %b %e %H:%M:%S %Y
854  0x000a3492 0x004a3492 8   9    .rodata ascii   %m/%d/%y
855  0x000a349b 0x004a349b 8   9    .rodata ascii   %H:%M:%S
856  0x000a34a4 0x004a34a4 11  12   .rodata ascii   %I:%M:%S %p
857  0x000a34b8 0x004a34b8 23  24   .rodata ascii   %a %b %e %H:%M:%S %Z %Y
858  0x000a3540 0x004a3540 6   28   .rodata utf32le Sunday
859  0x000a355c 0x004a355c 6   28   .rodata utf32le Monday
860  0x000a3578 0x004a3578 6   28   .rodata utf32le Friday
861  0x000a3654 0x004a3654 5   24   .rodata utf32le March
862  0x000a366c 0x004a366c 5   24   .rodata utf32le April
863  0x000a3684 0x004a3684 4   20   .rodata utf32le June
864  0x000a3698 0x004a3698 4   20   .rodata utf32le July
865  0x000a36ac 0x004a36ac 6   28   .rodata utf32le August
866  0x000a36e0 0x004a36e0 7   32   .rodata utf32le Tuesday
867  0x000a3700 0x004a3700 9   40   .rodata utf32le Wednesday
868  0x000a3728 0x004a3728 8   36   .rodata utf32le Thursday
869  0x000a3750 0x004a3750 8   36   .rodata utf32le Saturday
870  0x000a3778 0x004a3778 7   32   .rodata utf32le January
871  0x000a3798 0x004a3798 8   36   .rodata utf32le February
872  0x000a37c0 0x004a37c0 9   40   .rodata utf32le September
873  0x000a37e8 0x004a37e8 7   32   .rodata utf32le October
874  0x000a3808 0x004a3808 8   36   .rodata utf32le November
875  0x000a3830 0x004a3830 8   36   .rodata utf32le December
876  0x000a3858 0x004a3858 20  84   .rodata utf32le %a %b %e %H:%M:%S %Y
877  0x000a38b0 0x004a38b0 8   36   .rodata utf32le %m/%d/%y
878  0x000a38d8 0x004a38d8 8   36   .rodata utf32le %H:%M:%S
879  0x000a3900 0x004a3900 11  48   .rodata utf32le %I:%M:%S %p
880  0x000a3930 0x004a3930 23  96   .rodata utf32le %a %b %e %H:%M:%S %Z %Y
881  0x000a3990 0x004a3990 14  15   .rodata ascii   %p%t%g%t%m%t%f
882  0x000a39a0 0x004a39a0 43  44   .rodata ascii   %a%N%f%N%d%N%b%N%s %h %e %r%N%C-%z %T%N%c%N
883  0x000a39cc 0x004a39cc 9   10   .rodata ascii   +%c %a %l
884  0x000a39d6 0x004a39d6 27  28   .rodata ascii   ISO/IEC 14652 i18n FDCC-set
885  0x000a39f2 0x004a39f2 13  14   .rodata ascii   Keld Simonsen
886  0x000a3a00 0x004a3a00 13  14   .rodata ascii   keld@dkuug.dk
887  0x000a3a0e 0x004a3a0e 13  14   .rodata ascii   +45 3122-6543
888  0x000a3a1c 0x004a3a1c 13  14   .rodata ascii   +45 3325-6543
889  0x000a3a32 0x004a3a32 10  11   .rodata ascii   1997-12-20
890  0x000a3a40 0x004a3a40 45  46   .rodata ascii   ISO/IEC JTC1/SC22/WG20 - internationalization
891  0x000a3a70 0x004a3a70 59  60   .rodata ascii   C/o Keld Simonsen, Skt. Jorgens Alle 8, DK-1615 Kobenhavn V
892  0x000a3ab0 0x004a3ab0 9   10   .rodata ascii   i18n:1999
893  0x000a3aba 0x004a3aba 9   10   .rodata ascii   i18n:1999
894  0x000a3ac4 0x004a3ac4 9   10   .rodata ascii   i18n:1999
895  0x000a3ace 0x004a3ace 9   10   .rodata ascii   i18n:1999
896  0x000a3ad8 0x004a3ad8 9   10   .rodata ascii   i18n:1999
897  0x000a3ae2 0x004a3ae2 9   10   .rodata ascii   i18n:1999
898  0x000a3aed 0x004a3aed 9   10   .rodata ascii   i18n:1999
899  0x000a3af7 0x004a3af7 9   10   .rodata ascii   i18n:1999
900  0x000a3b01 0x004a3b01 9   10   .rodata ascii   i18n:1999
901  0x000a3b0b 0x004a3b0b 9   10   .rodata ascii   i18n:1999
902  0x000a3b15 0x004a3b15 9   10   .rodata ascii   i18n:1999
903  0x000a3b1f 0x004a3b1f 9   10   .rodata ascii   i18n:1999
904  0x000a3b29 0x004a3b29 9   10   .rodata ascii   i18n:1999
905  0x000a3b33 0x004a3b33 9   10   .rodata ascii   i18n:1999
906  0x000a3b3d 0x004a3b3d 9   10   .rodata ascii   i18n:1999
907  0x000a3b47 0x004a3b47 9   10   .rodata ascii   i18n:1999
908  0x000a3b98 0x004a3b98 7   32   .rodata utf32le \a\b\t\n\v\f\r
909  0x000a3bfc 0x004a3bfc 95  384  .rodata utf32le  !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
910  0x000a3f87 0x004a3f87 7   8    .rodata ascii   \a\b\t\n\v\f\r
911  0x000a3fa0 0x004a3fa0 95  96   .rodata ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
912  0x000a4080 0x004a4080 36  37   .rodata ascii   0123456789abcdefghijklmnopqrstuvwxyz
913  0x000a40c0 0x004a40c0 36  37   .rodata ascii   0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZ
914  0x000a4100 0x004a4100 36  148  .rodata utf32le 0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZ
915  0x000a41a0 0x004a41a0 36  148  .rodata utf32le 0123456789abcdefghijklmnopqrstuvwxyz
916  0x000a4280 0x004a4280 6   28   .rodata utf32le 0.0001
917  0x000a42e8 0x004a42e8 30  31   .rodata ascii   ../stdio-common/printf_fphex.c
918  0x000a4308 0x004a4308 38  39   .rodata ascii   *decimal != '\0' && decimalwc != L'\0'
919  0x000a4330 0x004a4330 14  15   .rodata ascii   __printf_fphex
920  0x000a4340 0x004a4340 4   20   .rodata utf32le 0000
921  0x000a4358 0x004a4358 23  24   .rodata ascii   Operation not permitted
922  0x000a4370 0x004a4370 25  26   .rodata ascii   No such file or directory
923  0x000a438a 0x004a438a 15  16   .rodata ascii   No such process
924  0x000a439a 0x004a439a 23  24   .rodata ascii   Interrupted system call
925  0x000a43b2 0x004a43b2 18  19   .rodata ascii   Input/output error
926  0x000a43c5 0x004a43c5 25  26   .rodata ascii   No such device or address
927  0x000a43df 0x004a43df 22  23   .rodata ascii   Argument list too long
928  0x000a43f6 0x004a43f6 17  18   .rodata ascii   Exec format error
929  0x000a4408 0x004a4408 19  20   .rodata ascii   Bad file descriptor
930  0x000a441c 0x004a441c 18  19   .rodata ascii   No child processes
931  0x000a442f 0x004a442f 22  23   .rodata ascii   Cannot allocate memory
932  0x000a4446 0x004a4446 17  18   .rodata ascii   Permission denied
933  0x000a4458 0x004a4458 11  12   .rodata ascii   Bad address
934  0x000a4464 0x004a4464 21  22   .rodata ascii   Block device required
935  0x000a447a 0x004a447a 23  24   .rodata ascii   Device or resource busy
936  0x000a4492 0x004a4492 11  12   .rodata ascii   File exists
937  0x000a449e 0x004a449e 25  26   .rodata ascii   Invalid cross-device link
938  0x000a44b8 0x004a44b8 14  15   .rodata ascii   No such device
939  0x000a44c7 0x004a44c7 15  16   .rodata ascii   Not a directory
940  0x000a44d7 0x004a44d7 14  15   .rodata ascii   Is a directory
941  0x000a44e6 0x004a44e6 16  17   .rodata ascii   Invalid argument
942  0x000a44f7 0x004a44f7 29  30   .rodata ascii   Too many open files in system
943  0x000a4515 0x004a4515 19  20   .rodata ascii   Too many open files
944  0x000a4529 0x004a4529 14  15   .rodata ascii   Text file busy
945  0x000a4538 0x004a4538 14  15   .rodata ascii   File too large
946  0x000a4547 0x004a4547 23  24   .rodata ascii   No space left on device
947  0x000a455f 0x004a455f 12  13   .rodata ascii   Illegal seek
948  0x000a456c 0x004a456c 21  22   .rodata ascii   Read-only file system
949  0x000a4582 0x004a4582 14  15   .rodata ascii   Too many links
950  0x000a4591 0x004a4591 11  12   .rodata ascii   Broken pipe
951  0x000a459d 0x004a459d 29  30   .rodata ascii   Numerical result out of range
952  0x000a45bb 0x004a45bb 25  26   .rodata ascii   Resource deadlock avoided
953  0x000a45d5 0x004a45d5 18  19   .rodata ascii   File name too long
954  0x000a45e8 0x004a45e8 18  19   .rodata ascii   No locks available
955  0x000a45fb 0x004a45fb 24  25   .rodata ascii   Function not implemented
956  0x000a4614 0x004a4614 19  20   .rodata ascii   Directory not empty
957  0x000a4628 0x004a4628 26  27   .rodata ascii   No message of desired type
958  0x000a4643 0x004a4643 18  19   .rodata ascii   Identifier removed
959  0x000a4656 0x004a4656 27  28   .rodata ascii   Channel number out of range
960  0x000a4672 0x004a4672 24  25   .rodata ascii   Level 2 not synchronized
961  0x000a468b 0x004a468b 14  15   .rodata ascii   Level 3 halted
962  0x000a469a 0x004a469a 13  14   .rodata ascii   Level 3 reset
963  0x000a46a8 0x004a46a8 24  25   .rodata ascii   Link number out of range
964  0x000a46c1 0x004a46c1 28  29   .rodata ascii   Protocol driver not attached
965  0x000a46de 0x004a46de 26  27   .rodata ascii   No CSI structure available
966  0x000a46f9 0x004a46f9 14  15   .rodata ascii   Level 2 halted
967  0x000a4708 0x004a4708 16  17   .rodata ascii   Invalid exchange
968  0x000a4719 0x004a4719 26  27   .rodata ascii   Invalid request descriptor
969  0x000a4734 0x004a4734 13  14   .rodata ascii   Exchange full
970  0x000a4742 0x004a4742 8   9    .rodata ascii   No anode
971  0x000a474b 0x004a474b 20  21   .rodata ascii   Invalid request code
972  0x000a4760 0x004a4760 12  13   .rodata ascii   Invalid slot
973  0x000a476d 0x004a476d 20  21   .rodata ascii   Bad font file format
974  0x000a4782 0x004a4782 19  20   .rodata ascii   Device not a stream
975  0x000a4796 0x004a4796 17  18   .rodata ascii   No data available
976  0x000a47a8 0x004a47a8 13  14   .rodata ascii   Timer expired
977  0x000a47b6 0x004a47b6 24  25   .rodata ascii   Out of streams resources
978  0x000a47cf 0x004a47cf 29  30   .rodata ascii   Machine is not on the network
979  0x000a47ed 0x004a47ed 21  22   .rodata ascii   Package not installed
980  0x000a4803 0x004a4803 16  17   .rodata ascii   Object is remote
981  0x000a4814 0x004a4814 21  22   .rodata ascii   Link has been severed
982  0x000a482a 0x004a482a 15  16   .rodata ascii   Advertise error
983  0x000a483a 0x004a483a 13  14   .rodata ascii   Srmount error
984  0x000a4848 0x004a4848 27  28   .rodata ascii   Communication error on send
985  0x000a4864 0x004a4864 14  15   .rodata ascii   Protocol error
986  0x000a4873 0x004a4873 18  19   .rodata ascii   Multihop attempted
987  0x000a4886 0x004a4886 18  19   .rodata ascii   RFS specific error
988  0x000a4899 0x004a4899 11  12   .rodata ascii   Bad message
989  0x000a48a5 0x004a48a5 26  27   .rodata ascii   Name not unique on network
990  0x000a48c0 0x004a48c0 28  29   .rodata ascii   File descriptor in bad state
991  0x000a48dd 0x004a48dd 22  23   .rodata ascii   Remote address changed
992  0x000a48f4 0x004a48f4 18  19   .rodata ascii   Streams pipe error
993  0x000a4907 0x004a4907 14  15   .rodata ascii   Too many users
994  0x000a4916 0x004a4916 28  29   .rodata ascii   Destination address required
995  0x000a4933 0x004a4933 16  17   .rodata ascii   Message too long
996  0x000a4944 0x004a4944 22  23   .rodata ascii   Protocol not available
997  0x000a495b 0x004a495b 22  23   .rodata ascii   Protocol not supported
998  0x000a4972 0x004a4972 25  26   .rodata ascii   Socket type not supported
999  0x000a498c 0x004a498c 23  24   .rodata ascii   Operation not supported
1000 0x000a49a4 0x004a49a4 29  30   .rodata ascii   Protocol family not supported
1001 0x000a49c2 0x004a49c2 22  23   .rodata ascii   Address already in use
1002 0x000a49d9 0x004a49d9 15  16   .rodata ascii   Network is down
1003 0x000a49e9 0x004a49e9 22  23   .rodata ascii   Network is unreachable
1004 0x000a4a00 0x004a4a00 24  25   .rodata ascii   Connection reset by peer
1005 0x000a4a19 0x004a4a19 25  26   .rodata ascii   No buffer space available
1006 0x000a4a33 0x004a4a33 20  21   .rodata ascii   Connection timed out
1007 0x000a4a48 0x004a4a48 18  19   .rodata ascii   Connection refused
1008 0x000a4a5b 0x004a4a5b 12  13   .rodata ascii   Host is down
1009 0x000a4a68 0x004a4a68 16  17   .rodata ascii   No route to host
1010 0x000a4a79 0x004a4a79 29  30   .rodata ascii   Operation already in progress
1011 0x000a4a97 0x004a4a97 25  26   .rodata ascii   Operation now in progress
1012 0x000a4ab1 0x004a4ab1 17  18   .rodata ascii   Stale file handle
1013 0x000a4ac3 0x004a4ac3 24  25   .rodata ascii   Structure needs cleaning
1014 0x000a4adc 0x004a4adc 27  28   .rodata ascii   Not a XENIX named type file
1015 0x000a4af8 0x004a4af8 29  30   .rodata ascii   No XENIX semaphores available
1016 0x000a4b16 0x004a4b16 20  21   .rodata ascii   Is a named type file
1017 0x000a4b2b 0x004a4b2b 16  17   .rodata ascii   Remote I/O error
1018 0x000a4b3c 0x004a4b3c 19  20   .rodata ascii   Disk quota exceeded
1019 0x000a4b50 0x004a4b50 15  16   .rodata ascii   No medium found
1020 0x000a4b60 0x004a4b60 17  18   .rodata ascii   Wrong medium type
1021 0x000a4b72 0x004a4b72 18  19   .rodata ascii   Operation canceled
1022 0x000a4b85 0x004a4b85 26  27   .rodata ascii   Required key not available
1023 0x000a4ba0 0x004a4ba0 15  16   .rodata ascii   Key has expired
1024 0x000a4bb0 0x004a4bb0 20  21   .rodata ascii   Key has been revoked
1025 0x000a4bc5 0x004a4bc5 27  28   .rodata ascii   Key was rejected by service
1026 0x000a4be1 0x004a4be1 10  11   .rodata ascii   Owner died
1027 0x000a4bec 0x004a4bec 21  22   .rodata ascii   State not recoverable
1028 0x000a4c08 0x004a4c08 32  33   .rodata ascii   Resource temporarily unavailable
1029 0x000a4c30 0x004a4c30 30  31   .rodata ascii   Inappropriate ioctl for device
1030 0x000a4c50 0x004a4c50 32  33   .rodata ascii   Numerical argument out of domain
1031 0x000a4c78 0x004a4c78 33  34   .rodata ascii   Too many levels of symbolic links
1032 0x000a4ca0 0x004a4ca0 37  38   .rodata ascii   Value too large for defined data type
